Jahr,Altersgruppe,Woche,Tote
2020,50-55,47,399
2020,50-55,48,402
2020,50-55,49,396
2020,50-55,50,429
2020,50-55,51,398
2020,50-55,52,398
2020,50-55,53,446
2020,55-60,1,730
2020,55-60,2,715
2020,55-60,3,723
2020,55-60,4,676
2020,55-60,5,722
2020,55-60,6,751
2020,55-60,7,738
2020,55-60,8,670
2020,55-60,9,717
2020,55-60,10,737
2020,55-60,11,696
2020,55-60,12,691
2020,55-60,13,748
2020,55-60,14,724
2020,55-60,15,737
2020,55-60,16,663
2020,55-60,17,671
2020,55-60,18,718
2020,55-60,19,686
2020,55-60,20,687
2020,55-60,21,662
2020,55-60,22,694
2020,55-60,23,664
2020,55-60,24,655
2020,55-60,25,680
2020,55-60,26,687
2020,55-60,27,702
2020,55-60,28,647
2020,55-60,29,667
2020,55-60,30,646
2020,55-60,31,676
2020,55-60,32,640
2020,55-60,33,712
2020,55-60,34,693
2020,55-60,35,648
2020,55-60,36,679
2020,55-60,37,617
2020,55-60,38,675
2020,55-60,39,643
2020,55-60,40,710
2020,55-60,41,698
2020,55-60,42,695
2020,55-60,43,743
2020,55-60,44,636
2020,55-60,45,717
2020,55-60,46,673
2020,55-60,47,724
2020,55-60,48,743
2020,55-60,49,725
2020,55-60,50,762
2020,55-60,51,763
2020,55-60,52,770
2020,55-60,53,804
2020,60-65,1,983
2020,60-65,2,1000
2020,60-65,3,1003
2020,60-65,4,948
2020,60-65,5,988
2020,60-65,6,951
2020,60-65,7,1023
2020,60-65,8,1018
2020,60-65,9,1039
2020,60-65,10,997
2020,60-65,11,1036
2020,60-65,12,1037
2020,60-65,13,970
2020,60-65,14,1002
2020,60-65,15,1013
2020,60-65,16,941
2020,60-65,17,985
2020,60-65,18,948
2020,60-65,19,961
2020,60-65,20,912
2020,60-65,21,912
2020,60-65,22,980
2020,60-65,23,910
2020,60-65,24,919
2020,60-65,25,905
2020,60-65,26,915
2020,60-65,27,945
2020,60-65,28,873
2020,60-65,29,917
2020,60-65,30,949
2020,60-65,31,965
2020,60-65,32,895
2020,60-65,33,1037
2020,60-65,34,909
2020,60-65,35,896
2020,60-65,36,909
2020,60-65,37,921
2020,60-65,38,910
2020,60-65,39,925
2020,60-65,40,954
2020,60-65,41,904
2020,60-65,42,973
2020,60-65,43,979
2020,60-65,44,964
2020,60-65,45,991
2020,60-65,46,977
2020,60-65,47,998
2020,60-65,48,1027
2020,60-65,49,1043
2020,60-65,50,1083
2020,60-65,51,1136
2020,60-65,52,1127
2020,60-65,53,1126
2020,65-70,1,1240
2020,65-70,2,1271
2020,65-70,3,1259
2020,65-70,4,1329
2020,65-70,5,1432
2020,65-70,6,1310
2020,65-70,7,1336
2020,65-70,8,1374
2020,65-70,9,1300
2020,65-70,10,1351
2020,65-70,11,1381
2020,65-70,12,1401
2020,65-70,13,1360
2020,65-70,14,1399
2020,65-70,15,1414
2020,65-70,16,1283
2020,65-70,17,1241
2020,65-70,18,1200
2020,65-70,19,1250
2020,65-70,20,1217
2020,65-70,21,1234
2020,65-70,22,1203
2020,65-70,23,1210
2020,65-70,24,1156
2020,65-70,25,1197
2020,65-70,26,1238
2020,65-70,27,1174
2020,65-70,28,1173
2020,65-70,29,1167
2020,65-70,30,1241
2020,65-70,31,1200
2020,65-70,32,1247
2020,65-70,33,1361
2020,65-70,34,1245
2020,65-70,35,1184
2020,65-70,36,1216
2020,65-70,37,1217
2020,65-70,38,1184
2020,65-70,39,1281
2020,65-70,40,1167
2020,65-70,41,1275
2020,65-70,42,1238
2020,65-70,43,1321
2020,65-70,44,1296
2020,65-70,45,1308
2020,65-70,46,1374
2020,65-70,47,1280
2020,65-70,48,1352
2020,65-70,49,1455
2020,65-70,50,1438
2020,65-70,51,1480
2020,65-70,52,1476
2020,65-70,53,1622
2020,70-75,1,1420
2020,70-75,2,1558
2020,70-75,3,1459
2020,70-75,4,1522
2020,70-75,5,1488
2020,70-75,6,1511
2020,70-75,7,1507
2020,70-75,8,1494
2020,70-75,9,1503
2020,70-75,10,1512
2020,70-75,11,1596
2020,70-75,12,1561
2020,70-75,13,1559
2020,70-75,14,1624
2020,70-75,15,1563
2020,70-75,16,1524
2020,70-75,17,1505
2020,70-75,18,1448
2020,70-75,19,1370
2020,70-75,20,1421
2020,70-75,21,1388
2020,70-75,22,1348
2020,70-75,23,1385
2020,70-75,24,1333
2020,70-75,25,1374
2020,70-75,26,1428
2020,70-75,27,1366
2020,70-75,28,1248
2020,70-75,29,1340
2020,70-75,30,1324
2020,70-75,31,1402
2020,70-75,32,1439
2020,70-75,33,1537
2020,70-75,34,1445
2020,70-75,35,1297
2020,70-75,36,1397
2020,70-75,37,1402
2020,70-75,38,1373
2020,70-75,39,1446
2020,70-75,40,1439
2020,70-75,41,1452
2020,70-75,42,1515
2020,70-75,43,1546
2020,70-75,44,1546
2020,70-75,45,1558
2020,70-75,46,1605
2020,70-75,47,1574
2020,70-75,48,1668
2020,70-75,49,1866
2020,70-75,50,1857
2020,70-75,51,1926
2020,70-75,52,1981
2020,70-75,53,1879
2020,75-80,1,2416
2020,75-80,2,2470
2020,75-80,3,2424
2020,75-80,4,2502
2020,75-80,5,2611
2020,75-80,6,2520
2020,75-80,7,2621
2020,75-80,8,2440
2020,75-80,9,2533
2020,75-80,10,2485
2020,75-80,11,2541
2020,75-80,12,2582
2020,75-80,13,2505
2020,75-80,14,2761
2020,75-80,15,2609
2020,75-80,16,2521
2020,75-80,17,2366
2020,75-80,18,2295
2020,75-80,19,2216
2020,75-80,20,2178
2020,75-80,21,2124
2020,75-80,22,2119
2020,75-80,23,2127
2020,75-80,24,2052
2020,75-80,25,2062
2020,75-80,26,2179
2020,75-80,27,2096
2020,75-80,28,2040
2020,75-80,29,2202
2020,75-80,30,2107
2020,75-80,31,2181
2020,75-80,32,2111
2020,75-80,33,2410
2020,75-80,34,2124
2020,75-80,35,2032
2020,75-80,36,2065
2020,75-80,37,2127
2020,75-80,38,2267
2020,75-80,39,2142
2020,75-80,40,2177
2020,75-80,41,2092
2020,75-80,42,2201
2020,75-80,43,2232
2020,75-80,44,2233
2020,75-80,45,2318
2020,75-80,46,2327
2020,75-80,47,2514
2020,75-80,48,2544
2020,75-80,49,2624
2020,75-80,50,2837
2020,75-80,51,2899
2020,75-80,52,2977
2020,75-80,53,2969
2020,80-85,1,3662
2020,80-85,2,3738
2020,80-85,3,3701
2020,80-85,4,3650
2020,80-85,5,3931
2020,80-85,6,3615
2020,80-85,7,3890
2020,80-85,8,3789
2020,80-85,9,3900
2020,80-85,10,3803
2020,80-85,11,3963
2020,80-85,12,3808
2020,80-85,13,3956
2020,80-85,14,4060
2020,80-85,15,4119
2020,80-85,16,3829
2020,80-85,17,3708
2020,80-85,18,3596
2020,80-85,19,3460
2020,80-85,20,3283
2020,80-85,21,3306
2020,80-85,22,3217
2020,80-85,23,3338
2020,80-85,24,3276
2020,80-85,25,3153
2020,80-85,26,3310
2020,80-85,27,3120
2020,80-85,28,3188
2020,80-85,29,3161
2020,80-85,30,3351
2020,80-85,31,3335
2020,80-85,32,3431
2020,80-85,33,3958
2020,80-85,34,3438
2020,80-85,35,3241
2020,80-85,36,3266
2020,80-85,37,3421
2020,80-85,38,3398
2020,80-85,39,3449
2020,80-85,40,3519
2020,80-85,41,3488
2020,80-85,42,3397
2020,80-85,43,3573
2020,80-85,44,3780
2020,80-85,45,3674
2020,80-85,46,4062
2020,80-85,47,4053
2020,80-85,48,4343
2020,80-85,49,4669
2020,80-85,50,4901
2020,80-85,51,5092
2020,80-85,52,5304
2020,80-85,53,5372
2020,85-90,1,3503
2020,85-90,2,3525
2020,85-90,3,3526
2020,85-90,4,3456
2020,85-90,5,3603
2020,85-90,6,3519
2020,85-90,7,3563
2020,85-90,8,3363
2020,85-90,9,3523
2020,85-90,10,3697
2020,85-90,11,3553
2020,85-90,12,3634
2020,85-90,13,3634
2020,85-90,14,3880
2020,85-90,15,3843
2020,85-90,16,3580
2020,85-90,17,3396
2020,85-90,18,3294
2020,85-90,19,3249
2020,85-90,20,3082
2020,85-90,21,3216
2020,85-90,22,3074
2020,85-90,23,3162
2020,85-90,24,3004
2020,85-90,25,2937
2020,85-90,26,3183
2020,85-90,27,2950
2020,85-90,28,2839
2020,85-90,29,2967
2020,85-90,30,3027
2020,85-90,31,3185
2020,85-90,32,3170
2020,85-90,33,3690
2020,85-90,34,3259
2020,85-90,35,3047
2020,85-90,36,3083
2020,85-90,37,3154
2020,85-90,38,3318
2020,85-90,39,3161
2020,85-90,40,3268
2020,85-90,41,3182
2020,85-90,42,3254
2020,85-90,43,3512
2020,85-90,44,3417
2020,85-90,45,3651
2020,85-90,46,3852
2020,85-90,47,3934
2020,85-90,48,4170
2020,85-90,49,4421
2020,85-90,50,4862
2020,85-90,51,5054
2020,85-90,52,5218
2020,85-90,53,5073
2020,90-95,1,2783
2020,90-95,2,2926
2020,90-95,3,2746
2020,90-95,4,2676
2020,90-95,5,2768
2020,90-95,6,2719
2020,90-95,7,2834
2020,90-95,8,2651
2020,90-95,9,2884
2020,90-95,10,2911
2020,90-95,11,2890
2020,90-95,12,2798
2020,90-95,13,2784
2020,90-95,14,2958
2020,90-95,15,2983
2020,90-95,16,2805
2020,90-95,17,2640
2020,90-95,18,2448
2020,90-95,19,2474
2020,90-95,20,2290
2020,90-95,21,2368
2020,90-95,22,2269
2020,90-95,23,2466
2020,90-95,24,2299
2020,90-95,25,2195
2020,90-95,26,2424
2020,90-95,27,2213
2020,90-95,28,2241
2020,90-95,29,2272
2020,90-95,30,2366
2020,90-95,31,2478
2020,90-95,32,2515
2020,90-95,33,2821
2020,90-95,34,2539
2020,90-95,35,2420
2020,90-95,36,2268
2020,90-95,37,2383
2020,90-95,38,2416
2020,90-95,39,2377
2020,90-95,40,2477
2020,90-95,41,2510
2020,90-95,42,2512
2020,90-95,43,2631
2020,90-95,44,2682
2020,90-95,45,2715
2020,90-95,46,2749
2020,90-95,47,2934
2020,90-95,48,3212
2020,90-95,49,3403
2020,90-95,50,3686
2020,90-95,51,3879
2020,90-95,52,4013
2020,90-95,53,4001
2020,95,1,1139
2020,95,2,1174
2020,95,3,1100
2020,95,4,1098
2020,95,5,1186
2020,95,6,1137
2020,95,7,1136
2020,95,8,1157
2020,95,9,1144
2020,95,10,1200
2020,95,11,1205
2020,95,12,1176
2020,95,13,1175
2020,95,14,1223
2020,95,15,1221
2020,95,16,1105
2020,95,17,1104
2020,95,18,1060
2020,95,19,1038
2020,95,20,959
2020,95,21,990
2020,95,22,951
2020,95,23,1056
2020,95,24,974
2020,95,25,954
2020,95,26,994
2020,95,27,946
2020,95,28,954
2020,95,29,913
2020,95,30,958
2020,95,31,1062
2020,95,32,1065
2020,95,33,1124
2020,95,34,1049
2020,95,35,1052
2020,95,36,1015
2020,95,37,972
2020,95,38,1061
2020,95,39,1077
2020,95,40,1014
2020,95,41,978
2020,95,42,1082
2020,95,43,1118
2020,95,44,1102
2020,95,45,1186
2020,95,46,1178
2020,95,47,1210
2020,95,48,1312
2020,95,49,1386
2020,95,50,1566
2020,95,51,1547
2020,95,52,1707
2020,95,53,1628
2019,Insgesamt,1,18686
2019,Insgesamt,2,19170
2019,Insgesamt,3,19163
2019,Insgesamt,4,19505
2019,Insgesamt,5,19812
2019,Insgesamt,6,19981
2019,Insgesamt,7,20150
2019,Insgesamt,8,20349
2019,Insgesamt,9,20790
2019,Insgesamt,10,20453
2019,Insgesamt,11,19795
2019,Insgesamt,12,19016
2019,Insgesamt,13,18562
2019,Insgesamt,14,18671
2019,Insgesamt,15,17852
2019,Insgesamt,16,18089
2019,Insgesamt,17,17894
2019,Insgesamt,18,17090
2019,Insgesamt,19,17118
2019,Insgesamt,20,17315
2019,Insgesamt,21,17080
2019,Insgesamt,22,16921
2019,Insgesamt,23,17491
2019,Insgesamt,24,16484
2019,Insgesamt,25,16639
2019,Insgesamt,26,17918
2019,Insgesamt,27,16552
2019,Insgesamt,28,16319
2019,Insgesamt,29,16856
2019,Insgesamt,30,19630
2019,Insgesamt,31,17034
2019,Insgesamt,32,16540
2019,Insgesamt,33,15934
2019,Insgesamt,34,16263
2019,Insgesamt,35,17637
2019,Insgesamt,36,15988
2019,Insgesamt,37,16303
2019,Insgesamt,38,16500
2019,Insgesamt,39,17402
2019,Insgesamt,40,16899
2019,Insgesamt,41,17666
2019,Insgesamt,42,17713
2019,Insgesamt,43,17327
2019,Insgesamt,44,17488
2019,Insgesamt,45,17859
2019,Insgesamt,46,18242
2019,Insgesamt,47,18535
2019,Insgesamt,48,18581
2019,Insgesamt,49,19143
2019,Insgesamt,50,19101
2019,Insgesamt,51,19062
2019,Insgesamt,52,18204
2019,Insgesamt,53,X
2019,0-30,1,153
2019,0-30,2,154
2019,0-30,3,152
2019,0-30,4,141
2019,0-30,5,158
2019,0-30,6,163
2019,0-30,7,166
2019,0-30,8,156
2019,0-30,9,150
2019,0-30,10,151
2019,0-30,11,154
2019,0-30,12,133
2019,0-30,13,159
2019,0-30,14,135
2019,0-30,15,144
2019,0-30,16,156
2019,0-30,17,127
2019,0-30,18,130
2019,0-30,19,131
2019,0-30,20,130
2019,0-30,21,155
2019,0-30,22,144
2019,0-30,23,168
2019,0-30,24,123
2019,0-30,25,141
2019,0-30,26,156
2019,0-30,27,149
2019,0-30,28,119
2019,0-30,29,147
2019,0-30,30,176
2019,0-30,31,138
2019,0-30,32,142
2019,0-30,33,158
2019,0-30,34,136
2019,0-30,35,158
2019,0-30,36,139
2019,0-30,37,128
2019,0-30,38,148
2019,0-30,39,127
2019,0-30,40,160
2019,0-30,41,126
2019,0-30,42,133
2019,0-30,43,135
2019,0-30,44,135
2019,0-30,45,147
2019,0-30,46,135
2019,0-30,47,136
2019,0-30,48,133
2019,0-30,49,149
2019,0-30,50,151
2019,0-30,51,154
2019,0-30,52,119
2019,0-30,53,X
2019,30-35,1,53
2019,30-35,2,56
2019,30-35,3,49
2019,30-35,4,57
2019,30-35,5,39
2019,30-35,6,64
2019,30-35,7,48
2019,30-35,8,44
2019,30-35,9,56
2019,30-35,10,41
2019,30-35,11,53
2019,30-35,12,42
2019,30-35,13,63
2019,30-35,14,45
2019,30-35,15,61
2019,30-35,16,55
2019,30-35,17,60
2019,30-35,18,58
2019,30-35,19,54
2019,30-35,20,56
2019,30-35,21,47
2019,30-35,22,30
2019,30-35,23,61
2019,30-35,24,52
2019,30-35,25,55
2019,30-35,26,48
2019,30-35,27,52
2019,30-35,28,42
2019,30-35,29,48
2019,30-35,30,54
2019,30-35,31,53
2019,30-35,32,49
2019,30-35,33,40
2019,30-35,34,49
2019,30-35,35,51
2019,30-35,36,47
2019,30-35,37,61
2019,30-35,38,59
2019,30-35,39,43
2019,30-35,40,44
2019,30-35,41,52
2019,30-35,42,44
2019,30-35,43,49
2019,30-35,44,46
2019,30-35,45,47
2019,30-35,46,46
2019,30-35,47,60
2019,30-35,48,47
2019,30-35,49,53
2019,30-35,50,68
2019,30-35,51,36
2019,30-35,52,35
2019,30-35,53,X
2019,35-40,1,65
2019,35-40,2,80
2019,35-40,3,70
2019,35-40,4,60
2019,35-40,5,78
2019,35-40,6,88
2019,35-40,7,80
2019,35-40,8,75
2019,35-40,9,77
2019,35-40,10,89
2019,35-40,11,72
2019,35-40,12,75
2019,35-40,13,64
2019,35-40,14,75
2019,35-40,15,71
2019,35-40,16,69
2019,35-40,17,74
2019,35-40,18,66
2019,35-40,19,70
2019,35-40,20,73
2019,35-40,21,63
2019,35-40,22,61
2019,35-40,23,77
2019,35-40,24,77
2019,35-40,25,73
2019,35-40,26,84
2019,35-40,27,69
2019,35-40,28,60
2019,35-40,29,68
2019,35-40,30,84
2019,35-40,31,71
2019,35-40,32,83
2019,35-40,33,76
2019,35-40,34,74
2019,35-40,35,89
2019,35-40,36,85
2019,35-40,37,72
2019,35-40,38,71
2019,35-40,39,72
2019,35-40,40,57
2019,35-40,41,96
2019,35-40,42,77
2019,35-40,43,80
2019,35-40,44,60
2019,35-40,45,92
2019,35-40,46,72
2019,35-40,47,72
2019,35-40,48,74
2019,35-40,49,81
2019,35-40,50,95
2019,35-40,51,78
2019,35-40,52,76
2019,35-40,53,X
2019,40-45,1,116
2019,40-45,2,118
2019,40-45,3,105
2019,40-45,4,90
2019,40-45,5,117
2019,40-45,6,105
2019,40-45,7,119
2019,40-45,8,104
2019,40-45,9,126
2019,40-45,10,123
2019,40-45,11,100
2019,40-45,12,105
2019,40-45,13,114
2019,40-45,14,103
2019,40-45,15,112
2019,40-45,16,92
2019,40-45,17,77
2019,40-45,18,94
2019,40-45,19,99
2019,40-45,20,94
2019,40-45,21,107
2019,40-45,22,111
2019,40-45,23,120
2019,40-45,24,116
2019,40-45,25,107
2019,40-45,26,105
2019,40-45,27,110
2019,40-45,28,94
2019,40-45,29,94
2019,40-45,30,100
2019,40-45,31,101
2019,40-45,32,109
2019,40-45,33,107
2019,40-45,34,94
2019,40-45,35,98
2019,40-45,36,107
2019,40-45,37,102
2019,40-45,38,88
2019,40-45,39,102
2019,40-45,40,103
2019,40-45,41,94
2019,40-45,42,102
2019,40-45,43,112
2019,40-45,44,112
2019,40-45,45,95
2019,40-45,46,120
2019,40-45,47,115
2019,40-45,48,90
2019,40-45,49,95
2019,40-45,50,85
2019,40-45,51,93
2019,40-45,52,100
2019,40-45,53,X
2019,45-50,1,186
2019,45-50,2,195
2019,45-50,3,234
2019,45-50,4,214
2019,45-50,5,230
2019,45-50,6,220
2019,45-50,7,206
2019,45-50,8,227
2019,45-50,9,206
2019,45-50,10,214
2019,45-50,11,208
2019,45-50,12,175
2019,45-50,13,200
2019,45-50,14,202
2019,45-50,15,205
2019,45-50,16,195
2019,45-50,17,201
2019,45-50,18,185
2019,45-50,19,174
2019,45-50,20,171
2019,45-50,21,202
2019,45-50,22,196
2019,45-50,23,195
2019,45-50,24,184
2019,45-50,25,204
2019,45-50,26,216
2019,45-50,27,181
2019,45-50,28,164
2019,45-50,29,175
2019,45-50,30,206
2019,45-50,31,213
2019,45-50,32,178
2019,45-50,33,163
2019,45-50,34,202
2019,45-50,35,183
2019,45-50,36,191
2019,45-50,37,185
2019,45-50,38,168
2019,45-50,39,183
2019,45-50,40,189
2019,45-50,41,178
2019,45-50,42,212
2019,45-50,43,176
2019,45-50,44,197
2019,45-50,45,213
2019,45-50,46,181
2019,45-50,47,172
2019,45-50,48,207
2019,45-50,49,200
2019,45-50,50,209
2019,45-50,51,175
2019,45-50,52,158
2019,45-50,53,X
2019,50-55,1,450
2019,50-55,2,464
2019,50-55,3,474
2019,50-55,4,429
2019,50-55,5,414
2019,50-55,6,465
2019,50-55,7,440
2019,50-55,8,473
2019,50-55,9,499
2019,50-55,10,469
2019,50-55,11,419
2019,50-55,12,461
2019,50-55,13,399
2019,50-55,14,408
2019,50-55,15,397
2019,50-55,16,430
2019,50-55,17,413
2019,50-55,18,370
2019,50-55,19,366
2019,50-55,20,416
2019,50-55,21,373
2019,50-55,22,422
2019,50-55,23,412
2019,50-55,24,399
2019,50-55,25,409
2019,50-55,26,416
2019,50-55,27,385
2019,50-55,28,378
2019,50-55,29,396
2019,50-55,30,429
2019,50-55,31,434
2019,50-55,32,347
2019,50-55,33,393
2019,50-55,34,395
2019,50-55,35,393
2019,50-55,36,389
2019,50-55,37,432
2019,50-55,38,409
2019,50-55,39,409
2019,50-55,40,395
2019,50-55,41,403
2019,50-55,42,370
2019,50-55,43,370
2019,50-55,44,397
2019,50-55,45,426
2019,50-55,46,420
2019,50-55,47,386
2019,50-55,48,337
2019,50-55,49,410
2019,50-55,50,392
2019,50-55,51,408
2019,50-55,52,383
2019,50-55,53,X
2019,55-60,1,666
2019,55-60,2,707
2019,55-60,3,692
2019,55-60,4,752
2019,55-60,5,757
2019,55-60,6,739
2019,55-60,7,739
2019,55-60,8,712
2019,55-60,9,736
2019,55-60,10,717
2019,55-60,11,724
2019,55-60,12,721
2019,55-60,13,649
2019,55-60,14,719
2019,55-60,15,651
2019,55-60,16,663
2019,55-60,17,703
2019,55-60,18,703
2019,55-60,19,668
2019,55-60,20,649
2019,55-60,21,689
2019,55-60,22,678
2019,55-60,23,663
2019,55-60,24,684
2019,55-60,25,665
2019,55-60,26,692
2019,55-60,27,698
2019,55-60,28,647
2019,55-60,29,691
2019,55-60,30,675
2019,55-60,31,649
2019,55-60,32,627
2019,55-60,33,610
2019,55-60,34,620
2019,55-60,35,677
2019,55-60,36,630
2019,55-60,37,622
2019,55-60,38,681
2019,55-60,39,660
2019,55-60,40,605
2019,55-60,41,689
2019,55-60,42,664
2019,55-60,43,633
2019,55-60,44,686
2019,55-60,45,674
2019,55-60,46,750
2019,55-60,47,676
2019,55-60,48,669
2019,55-60,49,726
2019,55-60,50,660
2019,55-60,51,707
2019,55-60,52,686
2019,55-60,53,X
2019,60-65,1,991
2019,60-65,2,1016
2019,60-65,3,953
2019,60-65,4,1004
2019,60-65,5,1028
2019,60-65,6,1023
2019,60-65,7,1034
2019,60-65,8,976
2019,60-65,9,1073
2019,60-65,10,1084
2019,60-65,11,1012
2019,60-65,12,971
2019,60-65,13,967
2019,60-65,14,958
2019,60-65,15,908
2019,60-65,16,938
2019,60-65,17,926
2019,60-65,18,888
2019,60-65,19,903
2019,60-65,20,936
2019,60-65,21,901
2019,60-65,22,852
2019,60-65,23,915
2019,60-65,24,898
2019,60-65,25,903
2019,60-65,26,989
2019,60-65,27,904
2019,60-65,28,870
2019,60-65,29,931
2019,60-65,30,981
2019,60-65,31,869
2019,60-65,32,893
2019,60-65,33,829
2019,60-65,34,893
2019,60-65,35,922
2019,60-65,36,841
2019,60-65,37,838
2019,60-65,38,876
2019,60-65,39,957
2019,60-65,40,894
2019,60-65,41,915
2019,60-65,42,932
2019,60-65,43,958
2019,60-65,44,917
2019,60-65,45,929
2019,60-65,46,924
2019,60-65,47,940
2019,60-65,48,991
2019,60-65,49,1030
2019,60-65,50,952
2019,60-65,51,958
2019,60-65,52,874
2019,60-65,53,X
2019,65-70,1,1293
2019,65-70,2,1353
2019,65-70,3,1291
2019,65-70,4,1321
2019,65-70,5,1350
2019,65-70,6,1363
2019,65-70,7,1392
2019,65-70,8,1400
2019,65-70,9,1460
2019,65-70,10,1325
2019,65-70,11,1328
2019,65-70,12,1282
2019,65-70,13,1283
2019,65-70,14,1296
2019,65-70,15,1207
2019,65-70,16,1274
2019,65-70,17,1216
2019,65-70,18,1199
2019,65-70,19,1248
2019,65-70,20,1239
2019,65-70,21,1205
2019,65-70,22,1235
2019,65-70,23,1239
2019,65-70,24,1190
2019,65-70,25,1130
2019,65-70,26,1210
2019,65-70,27,1196
2019,65-70,28,1176
2019,65-70,29,1208
2019,65-70,30,1415
2019,65-70,31,1247
2019,65-70,32,1192
2019,65-70,33,1127
2019,65-70,34,1189
2019,65-70,35,1236
2019,65-70,36,1167
2019,65-70,37,1161
2019,65-70,38,1228
2019,65-70,39,1241
2019,65-70,40,1171
2019,65-70,41,1249
2019,65-70,42,1183
2019,65-70,43,1224
2019,65-70,44,1213
2019,65-70,45,1250
2019,65-70,46,1242
2019,65-70,47,1193
2019,65-70,48,1277
2019,65-70,49,1316
2019,65-70,50,1302
2019,65-70,51,1355
2019,65-70,52,1254
2019,65-70,53,X
2019,70-75,1,1442
2019,70-75,2,1477
2019,70-75,3,1455
2019,70-75,4,1530
2019,70-75,5,1479
2019,70-75,6,1605
2019,70-75,7,1622
2019,70-75,8,1587
2019,70-75,9,1608
2019,70-75,10,1538
2019,70-75,11,1554
2019,70-75,12,1484
2019,70-75,13,1459
2019,70-75,14,1437
2019,70-75,15,1393
2019,70-75,16,1453
2019,70-75,17,1475
2019,70-75,18,1285
2019,70-75,19,1397
2019,70-75,20,1370
2019,70-75,21,1394
2019,70-75,22,1356
2019,70-75,23,1371
2019,70-75,24,1285
2019,70-75,25,1304
2019,70-75,26,1376
2019,70-75,27,1340
2019,70-75,28,1335
2019,70-75,29,1270
2019,70-75,30,1563
2019,70-75,31,1392
2019,70-75,32,1312
2019,70-75,33,1278
2019,70-75,34,1278
2019,70-75,35,1405
2019,70-75,36,1281
2019,70-75,37,1271
2019,70-75,38,1280
2019,70-75,39,1357
2019,70-75,40,1373
2019,70-75,41,1356
2019,70-75,42,1422
2019,70-75,43,1386
2019,70-75,44,1375
2019,70-75,45,1402
2019,70-75,46,1472
2019,70-75,47,1414
2019,70-75,48,1431
2019,70-75,49,1534
2019,70-75,50,1546
2019,70-75,51,1519
2019,70-75,52,1392
2019,70-75,53,X
2019,75-80,1,2549
2019,75-80,2,2601
2019,75-80,3,2697
2019,75-80,4,2678
2019,75-80,5,2821
2019,75-80,6,2712
2019,75-80,7,2868
2019,75-80,8,2800
2019,75-80,9,2846
2019,75-80,10,2865
2019,75-80,11,2774
2019,75-80,12,2609
2019,75-80,13,2603
2019,75-80,14,2682
2019,75-80,15,2499
2019,75-80,16,2544
2019,75-80,17,2469
2019,75-80,18,2379
2019,75-80,19,2445
2019,75-80,20,2441
2019,75-80,21,2342
2019,75-80,22,2381
2019,75-80,23,2496
2019,75-80,24,2293
2019,75-80,25,2293
2019,75-80,26,2421
2019,75-80,27,2312
2019,75-80,28,2236
2019,75-80,29,2282
2019,75-80,30,2617
2019,75-80,31,2246
2019,75-80,32,2361
2019,75-80,33,2158
2019,75-80,34,2267
2019,75-80,35,2360
2019,75-80,36,2181
2019,75-80,37,2237
2019,75-80,38,2260
2019,75-80,39,2353
2019,75-80,40,2345
2019,75-80,41,2414
2019,75-80,42,2411
2019,75-80,43,2327
2019,75-80,44,2444
2019,75-80,45,2372
2019,75-80,46,2426
2019,75-80,47,2428
2019,75-80,48,2538
2019,75-80,49,2465
2019,75-80,50,2628
2019,75-80,51,2573
2019,75-80,52,2366
2019,75-80,53,X
2019,80-85,1,3526
2019,80-85,2,3681
2019,80-85,3,3624
2019,80-85,4,3712
2019,80-85,5,3804
2019,80-85,6,3833
2019,80-85,7,3933
2019,80-85,8,3876
2019,80-85,9,4019
2019,80-85,10,3996
