Jahr,Altersgruppe,Woche,Tote
2005,95,17,668
2005,95,18,686
2005,95,19,704
2005,95,20,756
2005,95,21,652
2005,95,22,564
2005,95,23,657
2005,95,24,733
2005,95,25,647
2005,95,26,568
2005,95,27,656
2005,95,28,613
2005,95,29,711
2005,95,30,609
2005,95,31,617
2005,95,32,656
2005,95,33,622
2005,95,34,647
2005,95,35,650
2005,95,36,621
2005,95,37,609
2005,95,38,600
2005,95,39,662
2005,95,40,670
2005,95,41,719
2005,95,42,736
2005,95,43,698
2005,95,44,666
2005,95,45,682
2005,95,46,735
2005,95,47,808
2005,95,48,795
2005,95,49,785
2005,95,50,851
2005,95,51,776
2005,95,52,X
2005,95,53,
2004,Insgesamt,1,17143
2004,Insgesamt,2,17098
2004,Insgesamt,3,16603
2004,Insgesamt,4,16996
2004,Insgesamt,5,16830
2004,Insgesamt,6,16318
2004,Insgesamt,7,16124
2004,Insgesamt,8,16595
2004,Insgesamt,9,16512
2004,Insgesamt,10,17128
2004,Insgesamt,11,17067
2004,Insgesamt,12,15632
2004,Insgesamt,13,16393
2004,Insgesamt,14,15681
2004,Insgesamt,15,15741
2004,Insgesamt,16,15554
2004,Insgesamt,17,15652
2004,Insgesamt,18,15213
2004,Insgesamt,19,14908
2004,Insgesamt,20,14872
2004,Insgesamt,21,14939
2004,Insgesamt,22,15179
2004,Insgesamt,23,15762
2004,Insgesamt,24,14741
2004,Insgesamt,25,14541
2004,Insgesamt,26,14705
2004,Insgesamt,27,14503
2004,Insgesamt,28,14968
2004,Insgesamt,29,15046
2004,Insgesamt,30,14469
2004,Insgesamt,31,15579
2004,Insgesamt,32,15293
2004,Insgesamt,33,14486
2004,Insgesamt,34,14297
2004,Insgesamt,35,14639
2004,Insgesamt,36,14850
2004,Insgesamt,37,14630
2004,Insgesamt,38,14813
2004,Insgesamt,39,15098
2004,Insgesamt,40,15159
2004,Insgesamt,41,15328
2004,Insgesamt,42,15890
2004,Insgesamt,43,15522
2004,Insgesamt,44,14753
2004,Insgesamt,45,15612
2004,Insgesamt,46,15953
2004,Insgesamt,47,16003
2004,Insgesamt,48,15923
2004,Insgesamt,49,16079
2004,Insgesamt,50,16510
2004,Insgesamt,51,16861
2004,Insgesamt,52,16852
2004,Insgesamt,53,
2004,0-30,1,238
2004,0-30,2,192
2004,0-30,3,192
2004,0-30,4,216
2004,0-30,5,201
2004,0-30,6,203
2004,0-30,7,211
2004,0-30,8,208
2004,0-30,9,221
2004,0-30,10,235
2004,0-30,11,208
2004,0-30,12,186
2004,0-30,13,221
2004,0-30,14,215
2004,0-30,15,189
2004,0-30,16,224
2004,0-30,17,237
2004,0-30,18,211
2004,0-30,19,193
2004,0-30,20,208
2004,0-30,21,209
2004,0-30,22,203
2004,0-30,23,221
2004,0-30,24,197
2004,0-30,25,194
2004,0-30,26,218
2004,0-30,27,204
2004,0-30,28,217
2004,0-30,29,219
2004,0-30,30,214
2004,0-30,31,215
2004,0-30,32,253
2004,0-30,33,195
2004,0-30,34,206
2004,0-30,35,199
2004,0-30,36,201
2004,0-30,37,191
2004,0-30,38,191
2004,0-30,39,209
2004,0-30,40,190
2004,0-30,41,205
2004,0-30,42,185
2004,0-30,43,190
2004,0-30,44,191
2004,0-30,45,203
2004,0-30,46,183
2004,0-30,47,203
2004,0-30,48,218
2004,0-30,49,178
2004,0-30,50,192
2004,0-30,51,181
2004,0-30,52,199
2004,0-30,53,
2004,30-35,1,72
2004,30-35,2,67
2004,30-35,3,66
2004,30-35,4,63
2004,30-35,5,65
2004,30-35,6,69
2004,30-35,7,60
2004,30-35,8,73
2004,30-35,9,68
2004,30-35,10,56
2004,30-35,11,54
2004,30-35,12,45
2004,30-35,13,66
2004,30-35,14,59
2004,30-35,15,61
2004,30-35,16,54
2004,30-35,17,77
2004,30-35,18,60
2004,30-35,19,54
2004,30-35,20,49
2004,30-35,21,67
2004,30-35,22,61
2004,30-35,23,61
2004,30-35,24,75
2004,30-35,25,72
2004,30-35,26,52
2004,30-35,27,56
2004,30-35,28,64
2004,30-35,29,75
2004,30-35,30,56
2004,30-35,31,69
2004,30-35,32,77
2004,30-35,33,52
2004,30-35,34,62
2004,30-35,35,53
2004,30-35,36,79
2004,30-35,37,65
2004,30-35,38,61
2004,30-35,39,58
2004,30-35,40,64
2004,30-35,41,66
2004,30-35,42,58
2004,30-35,43,68
2004,30-35,44,57
2004,30-35,45,60
2004,30-35,46,49
2004,30-35,47,57
2004,30-35,48,59
2004,30-35,49,51
2004,30-35,50,61
2004,30-35,51,46
2004,30-35,52,54
2004,30-35,53,
2004,35-40,1,116
2004,35-40,2,129
2004,35-40,3,126
2004,35-40,4,139
2004,35-40,5,143
2004,35-40,6,109
2004,35-40,7,122
2004,35-40,8,129
2004,35-40,9,127
2004,35-40,10,113
2004,35-40,11,116
2004,35-40,12,118
2004,35-40,13,143
2004,35-40,14,109
2004,35-40,15,134
2004,35-40,16,112
2004,35-40,17,112
2004,35-40,18,120
2004,35-40,19,136
2004,35-40,20,119
2004,35-40,21,130
2004,35-40,22,115
2004,35-40,23,133
2004,35-40,24,121
2004,35-40,25,125
2004,35-40,26,113
2004,35-40,27,139
2004,35-40,28,108
2004,35-40,29,116
2004,35-40,30,118
2004,35-40,31,132
2004,35-40,32,131
2004,35-40,33,126
2004,35-40,34,135
2004,35-40,35,119
2004,35-40,36,121
2004,35-40,37,119
2004,35-40,38,103
2004,35-40,39,131
2004,35-40,40,130
2004,35-40,41,115
2004,35-40,42,120
2004,35-40,43,121
2004,35-40,44,120
2004,35-40,45,115
2004,35-40,46,106
2004,35-40,47,126
2004,35-40,48,107
2004,35-40,49,105
2004,35-40,50,132
2004,35-40,51,119
2004,35-40,52,118
2004,35-40,53,
2004,40-45,1,238
2004,40-45,2,252
2004,40-45,3,206
2004,40-45,4,221
2004,40-45,5,213
2004,40-45,6,233
2004,40-45,7,200
2004,40-45,8,221
2004,40-45,9,215
2004,40-45,10,203
2004,40-45,11,229
2004,40-45,12,192
2004,40-45,13,180
2004,40-45,14,201
2004,40-45,15,229
2004,40-45,16,216
2004,40-45,17,222
2004,40-45,18,213
2004,40-45,19,198
2004,40-45,20,192
2004,40-45,21,197
2004,40-45,22,202
2004,40-45,23,207
2004,40-45,24,197
2004,40-45,25,208
2004,40-45,26,202
2004,40-45,27,222
2004,40-45,28,201
2004,40-45,29,216
2004,40-45,30,215
2004,40-45,31,219
2004,40-45,32,231
2004,40-45,33,211
2004,40-45,34,202
2004,40-45,35,210
2004,40-45,36,206
2004,40-45,37,223
2004,40-45,38,217
2004,40-45,39,234
2004,40-45,40,213
2004,40-45,41,214
2004,40-45,42,210
2004,40-45,43,212
2004,40-45,44,210
2004,40-45,45,207
2004,40-45,46,215
2004,40-45,47,211
2004,40-45,48,213
2004,40-45,49,215
2004,40-45,50,231
2004,40-45,51,228
2004,40-45,52,225
2004,40-45,53,
2004,45-50,1,325
2004,45-50,2,357
2004,45-50,3,358
2004,45-50,4,330
2004,45-50,5,323
2004,45-50,6,313
2004,45-50,7,311
2004,45-50,8,367
2004,45-50,9,310
2004,45-50,10,330
2004,45-50,11,318
2004,45-50,12,311
2004,45-50,13,325
2004,45-50,14,309
2004,45-50,15,301
2004,45-50,16,321
2004,45-50,17,316
2004,45-50,18,317
2004,45-50,19,321
2004,45-50,20,342
2004,45-50,21,313
2004,45-50,22,325
2004,45-50,23,369
2004,45-50,24,347
2004,45-50,25,323
2004,45-50,26,319
2004,45-50,27,298
2004,45-50,28,317
2004,45-50,29,308
2004,45-50,30,284
2004,45-50,31,312
2004,45-50,32,357
2004,45-50,33,290
2004,45-50,34,310
2004,45-50,35,320
2004,45-50,36,337
2004,45-50,37,291
2004,45-50,38,289
2004,45-50,39,337
2004,45-50,40,304
2004,45-50,41,326
2004,45-50,42,297
2004,45-50,43,317
2004,45-50,44,300
2004,45-50,45,309
2004,45-50,46,305
2004,45-50,47,306
2004,45-50,48,310
2004,45-50,49,314
2004,45-50,50,335
2004,45-50,51,383
2004,45-50,52,334
2004,45-50,53,
2004,50-55,1,495
2004,50-55,2,489
2004,50-55,3,504
2004,50-55,4,454
2004,50-55,5,506
2004,50-55,6,475
2004,50-55,7,437
2004,50-55,8,439
2004,50-55,9,434
2004,50-55,10,466
2004,50-55,11,463
2004,50-55,12,424
2004,50-55,13,479
2004,50-55,14,465
2004,50-55,15,436
2004,50-55,16,448
2004,50-55,17,432
2004,50-55,18,471
2004,50-55,19,443
2004,50-55,20,432
2004,50-55,21,430
2004,50-55,22,444
2004,50-55,23,497
2004,50-55,24,420
2004,50-55,25,412
2004,50-55,26,441
2004,50-55,27,460
2004,50-55,28,464
2004,50-55,29,460
2004,50-55,30,482
2004,50-55,31,436
2004,50-55,32,457
2004,50-55,33,406
2004,50-55,34,421
2004,50-55,35,457
2004,50-55,36,447
2004,50-55,37,445
2004,50-55,38,421
2004,50-55,39,440
2004,50-55,40,444
2004,50-55,41,430
2004,50-55,42,473
2004,50-55,43,443
2004,50-55,44,428
2004,50-55,45,444
2004,50-55,46,492
2004,50-55,47,469
2004,50-55,48,445
2004,50-55,49,456
2004,50-55,50,484
2004,50-55,51,459
2004,50-55,52,526
2004,50-55,53,
2004,55-60,1,590
2004,55-60,2,582
2004,55-60,3,628
2004,55-60,4,564
2004,55-60,5,579
2004,55-60,6,602
2004,55-60,7,542
2004,55-60,8,586
2004,55-60,9,536
2004,55-60,10,561
2004,55-60,11,548
2004,55-60,12,553
2004,55-60,13,526
2004,55-60,14,514
2004,55-60,15,533
2004,55-60,16,557
2004,55-60,17,531
2004,55-60,18,569
2004,55-60,19,531
2004,55-60,20,542
2004,55-60,21,540
2004,55-60,22,514
2004,55-60,23,557
2004,55-60,24,515
2004,55-60,25,542
2004,55-60,26,576
2004,55-60,27,509
2004,55-60,28,508
2004,55-60,29,513
2004,55-60,30,523
2004,55-60,31,542
2004,55-60,32,579
2004,55-60,33,492
2004,55-60,34,543
2004,55-60,35,523
2004,55-60,36,579
2004,55-60,37,543
2004,55-60,38,534
2004,55-60,39,517
2004,55-60,40,561
2004,55-60,41,537
2004,55-60,42,554
2004,55-60,43,495
2004,55-60,44,548
2004,55-60,45,485
2004,55-60,46,584
2004,55-60,47,547
2004,55-60,48,570
2004,55-60,49,520
2004,55-60,50,583
2004,55-60,51,529
2004,55-60,52,563
2004,55-60,53,
2004,60-65,1,1016
2004,60-65,2,1061
2004,60-65,3,1061
2004,60-65,4,1103
2004,60-65,5,1038
2004,60-65,6,1095
2004,60-65,7,1027
2004,60-65,8,1011
2004,60-65,9,1044
2004,60-65,10,1065
2004,60-65,11,1055
2004,60-65,12,969
2004,60-65,13,1030
2004,60-65,14,993
2004,60-65,15,1036
2004,60-65,16,1046
2004,60-65,17,1019
2004,60-65,18,927
2004,60-65,19,991
2004,60-65,20,930
2004,60-65,21,1040
2004,60-65,22,995
2004,60-65,23,956
2004,60-65,24,989
2004,60-65,25,927
2004,60-65,26,934
2004,60-65,27,956
2004,60-65,28,946
2004,60-65,29,951
2004,60-65,30,926
2004,60-65,31,987
2004,60-65,32,887
2004,60-65,33,905
2004,60-65,34,824
2004,60-65,35,955
2004,60-65,36,946
2004,60-65,37,965
2004,60-65,38,885
2004,60-65,39,947
2004,60-65,40,973
2004,60-65,41,987
2004,60-65,42,927
2004,60-65,43,923
2004,60-65,44,915
2004,60-65,45,1011
2004,60-65,46,1002
2004,60-65,47,1003
2004,60-65,48,1012
2004,60-65,49,989
2004,60-65,50,1001
2004,60-65,51,1036
2004,60-65,52,989
2004,60-65,53,
2004,65-70,1,1525
2004,65-70,2,1518
2004,65-70,3,1460
2004,65-70,4,1524
2004,65-70,5,1565
2004,65-70,6,1431
2004,65-70,7,1508
2004,65-70,8,1562
2004,65-70,9,1469
2004,65-70,10,1578
2004,65-70,11,1527
2004,65-70,12,1427
2004,65-70,13,1551
2004,65-70,14,1420
2004,65-70,15,1426
2004,65-70,16,1464
2004,65-70,17,1474
2004,65-70,18,1420
2004,65-70,19,1403
2004,65-70,20,1454
2004,65-70,21,1352
2004,65-70,22,1458
2004,65-70,23,1444
2004,65-70,24,1378
2004,65-70,25,1325
2004,65-70,26,1442
2004,65-70,27,1337
2004,65-70,28,1378
2004,65-70,29,1391
2004,65-70,30,1364
2004,65-70,31,1489
2004,65-70,32,1405
2004,65-70,33,1315
2004,65-70,34,1362
2004,65-70,35,1272
2004,65-70,36,1442
2004,65-70,37,1418
2004,65-70,38,1410
2004,65-70,39,1407
2004,65-70,40,1396
2004,65-70,41,1394
2004,65-70,42,1463
2004,65-70,43,1463
2004,65-70,44,1348
2004,65-70,45,1463
2004,65-70,46,1414
2004,65-70,47,1449
2004,65-70,48,1491
2004,65-70,49,1509
2004,65-70,50,1520
2004,65-70,51,1549
2004,65-70,52,1528
2004,65-70,53,
2004,70-75,1,1879
2004,70-75,2,1781
2004,70-75,3,1832
2004,70-75,4,1855
2004,70-75,5,1820
2004,70-75,6,1753
2004,70-75,7,1700
2004,70-75,8,1793
2004,70-75,9,1834
2004,70-75,10,1868
2004,70-75,11,1861
2004,70-75,12,1716
2004,70-75,13,1730
2004,70-75,14,1704
2004,70-75,15,1663
2004,70-75,16,1709
2004,70-75,17,1726
2004,70-75,18,1667
2004,70-75,19,1635
2004,70-75,20,1574
2004,70-75,21,1641
2004,70-75,22,1658
2004,70-75,23,1706
2004,70-75,24,1644
2004,70-75,25,1581
2004,70-75,26,1590
2004,70-75,27,1626
2004,70-75,28,1557
2004,70-75,29,1566
2004,70-75,30,1534
2004,70-75,31,1682
2004,70-75,32,1609
2004,70-75,33,1531
2004,70-75,34,1573
2004,70-75,35,1680
2004,70-75,36,1623
2004,70-75,37,1582
2004,70-75,38,1685
2004,70-75,39,1671
2004,70-75,40,1693
2004,70-75,41,1709
2004,70-75,42,1706
2004,70-75,43,1682
2004,70-75,44,1574
2004,70-75,45,1681
2004,70-75,46,1737
2004,70-75,47,1706
2004,70-75,48,1754
2004,70-75,49,1731
2004,70-75,50,1789
2004,70-75,51,1755
2004,70-75,52,1716
2004,70-75,53,
2004,75-80,1,2504
2004,75-80,2,2423
2004,75-80,3,2444
2004,75-80,4,2592
2004,75-80,5,2443
2004,75-80,6,2290
2004,75-80,7,2411
2004,75-80,8,2434
2004,75-80,9,2408
2004,75-80,10,2508
2004,75-80,11,2497
2004,75-80,12,2355
2004,75-80,13,2452
2004,75-80,14,2339
2004,75-80,15,2286
2004,75-80,16,2277
2004,75-80,17,2319
2004,75-80,18,2201
2004,75-80,19,2192
2004,75-80,20,2202
2004,75-80,21,2177
2004,75-80,22,2171
2004,75-80,23,2394
2004,75-80,24,2209
2004,75-80,25,2133
2004,75-80,26,2158
2004,75-80,27,2121
2004,75-80,28,2325
2004,75-80,29,2271
2004,75-80,30,2232
2004,75-80,31,2335
2004,75-80,32,2229
2004,75-80,33,2150
2004,75-80,34,2102
2004,75-80,35,2190
2004,75-80,36,2073
2004,75-80,37,2132
2004,75-80,38,2175
2004,75-80,39,2272
2004,75-80,40,2234
2004,75-80,41,2190
2004,75-80,42,2435
2004,75-80,43,2304
2004,75-80,44,2149
2004,75-80,45,2372
2004,75-80,46,2407
2004,75-80,47,2377
2004,75-80,48,2377
2004,75-80,49,2410
2004,75-80,50,2447
2004,75-80,51,2511
2004,75-80,52,2407
2004,75-80,53,
2004,80-85,1,3022
2004,80-85,2,3167
2004,80-85,3,2930
2004,80-85,4,3048
2004,80-85,5,3045
2004,80-85,6,2981
2004,80-85,7,2922
2004,80-85,8,2985
2004,80-85,9,2987
2004,80-85,10,3092
2004,80-85,11,3171
2004,80-85,12,2899
2004,80-85,13,3059
2004,80-85,14,2957
2004,80-85,15,2945
2004,80-85,16,2879
2004,80-85,17,2916
2004,80-85,18,2832
2004,80-85,19,2742
2004,80-85,20,2775
2004,80-85,21,2705
2004,80-85,22,2818
2004,80-85,23,2875
2004,80-85,24,2634
2004,80-85,25,2747
2004,80-85,26,2736
2004,80-85,27,2641
2004,80-85,28,2780
2004,80-85,29,2760
2004,80-85,30,2657
2004,80-85,31,2915
2004,80-85,32,2810
2004,80-85,33,2689
2004,80-85,34,2652
2004,80-85,35,2710
2004,80-85,36,2786
2004,80-85,37,2729
2004,80-85,38,2772
2004,80-85,39,2803
2004,80-85,40,2763
2004,80-85,41,2874
2004,80-85,42,2998
2004,80-85,43,2900
2004,80-85,44,2725
2004,80-85,45,2908
2004,80-85,46,2977
2004,80-85,47,2944
2004,80-85,48,2965
2004,80-85,49,3041
2004,80-85,50,2943
2004,80-85,51,3179
2004,80-85,52,3121
2004,80-85,53,
2004,85-90,1,2205
2004,85-90,2,2187
2004,85-90,3,2092
2004,85-90,4,2143
2004,85-90,5,2129
2004,85-90,6,2052
2004,85-90,7,2019
2004,85-90,8,1999
2004,85-90,9,2004
2004,85-90,10,2083
2004,85-90,11,2141
2004,85-90,12,1944
2004,85-90,13,1895
2004,85-90,14,1842
2004,85-90,15,1887
2004,85-90,16,1795
2004,85-90,17,1796
2004,85-90,18,1752
2004,85-90,19,1724
2004,85-90,20,1732
2004,85-90,21,1785
2004,85-90,22,1779
2004,85-90,23,1845
2004,85-90,24,1625
2004,85-90,25,1672
2004,85-90,26,1605
2004,85-90,27,1661
2004,85-90,28,1707
2004,85-90,29,1721
2004,85-90,30,1606
2004,85-90,31,1711
2004,85-90,32,1767
2004,85-90,33,1682
2004,85-90,34,1607
2004,85-90,35,1640
2004,85-90,36,1702
2004,85-90,37,1639
2004,85-90,38,1693
2004,85-90,39,1739
2004,85-90,40,1680
2004,85-90,41,1829
2004,85-90,42,1826
2004,85-90,43,1816
2004,85-90,44,1794
2004,85-90,45,1818
2004,85-90,46,1876
2004,85-90,47,1906
2004,85-90,48,1827
2004,85-90,49,1886
2004,85-90,50,1999
2004,85-90,51,2012
2004,85-90,52,2084
2004,85-90,53,
2004,90-95,1,2156
2004,90-95,2,2161
2004,90-95,3,2010
2004,90-95,4,2041
2004,90-95,5,2087
2004,90-95,6,2003
2004,90-95,7,1960
2004,90-95,8,2118
2004,90-95,9,2164
2004,90-95,10,2222
2004,90-95,11,2143
2004,90-95,12,1881
2004,90-95,13,2048
2004,90-95,14,1867
2004,90-95,15,1995
2004,90-95,16,1820
2004,90-95,17,1814
2004,90-95,18,1796
2004,90-95,19,1759
2004,90-95,20,1700
2004,90-95,21,1768
2004,90-95,22,1813
2004,90-95,23,1844
2004,90-95,24,1804
2004,90-95,25,1705
2004,90-95,26,1758
2004,90-95,27,1709
2004,90-95,28,1793
2004,90-95,29,1832
2004,90-95,30,1637
2004,90-95,31,1886
2004,90-95,32,1838
2004,90-95,33,1772
2004,90-95,34,1721
2004,90-95,35,1719
2004,90-95,36,1691
2004,90-95,37,1706
2004,90-95,38,1768
2004,90-95,39,1691
2004,90-95,40,1824
2004,90-95,41,1846
2004,90-95,42,1941
2004,90-95,43,1899
2004,90-95,44,1743
2004,90-95,45,1903
2004,90-95,46,1932
2004,90-95,47,1987
2004,90-95,48,1923
2004,90-95,49,1960
2004,90-95,50,2060
2004,90-95,51,2058
2004,90-95,52,2219
2004,90-95,53,
2004,95,1,762
2004,95,2,732
2004,95,3,694
2004,95,4,703
2004,95,5,673
2004,95,6,709
2004,95,7,694
2004,95,8,670
2004,95,9,691
2004,95,10,748
2004,95,11,736
2004,95,12,612
2004,95,13,688
2004,95,14,687
2004,95,15,620
2004,95,16,632
2004,95,17,661
2004,95,18,657
2004,95,19,586
2004,95,20,621
2004,95,21,585
2004,95,22,623
2004,95,23,653
2004,95,24,586
2004,95,25,575
2004,95,26,561
2004,95,27,564
2004,95,28,603
2004,95,29,647
2004,95,30,621
2004,95,31,649
2004,95,32,663
2004,95,33,670
2004,95,34,577
2004,95,35,592
2004,95,36,617
2004,95,37,582
2004,95,38,609
2004,95,39,642
2004,95,40,690
2004,95,41,606
2004,95,42,697
2004,95,43,689
2004,95,44,651
2004,95,45,633
2004,95,46,674
2004,95,47,712
2004,95,48,652
2004,95,49,714
2004,95,50,733
2004,95,51,816
2004,95,52,769
2004,95,53,
2003,Insgesamt,1,18235
2003,Insgesamt,2,17861
2003,Insgesamt,3,17509
2003,Insgesamt,4,17233
2003,Insgesamt,5,17372
2003,Insgesamt,6,17256
2003,Insgesamt,7,18607
2003,Insgesamt,8,20295
2003,Insgesamt,9,20076
2003,Insgesamt,10,19138
2003,Insgesamt,11,18248
2003,Insgesamt,12,17670
2003,Insgesamt,13,16873
2003,Insgesamt,14,16478
2003,Insgesamt,15,16376
2003,Insgesamt,16,16043
2003,Insgesamt,17,15575
2003,Insgesamt,18,15668
2003,Insgesamt,19,15042
2003,Insgesamt,20,15379
2003,Insgesamt,21,15676
2003,Insgesamt,22,16405
2003,Insgesamt,23,15373
2003,Insgesamt,24,14603
2003,Insgesamt,25,15143
2003,Insgesamt,26,14869
2003,Insgesamt,27,15022
2003,Insgesamt,28,16195
2003,Insgesamt,29,16035
2003,Insgesamt,30,15089
2003,Insgesamt,31,18306
2003,Insgesamt,32,18810
2003,Insgesamt,33,15244
2003,Insgesamt,34,14576
2003,Insgesamt,35,15043
2003,Insgesamt,36,14776
2003,Insgesamt,37,15480
2003,Insgesamt,38,14986
2003,Insgesamt,39,14924
2003,Insgesamt,40,15187
2003,Insgesamt,41,15372
2003,Insgesamt,42,15928
2003,Insgesamt,43,16302
2003,Insgesamt,44,15543
2003,Insgesamt,45,15841
2003,Insgesamt,46,15647
2003,Insgesamt,47,15251
2003,Insgesamt,48,15479
2003,Insgesamt,49,16419
2003,Insgesamt,50,16414
2003,Insgesamt,51,16811
2003,Insgesamt,52,X
2003,Insgesamt,53,
2003,0-30,1,216
2003,0-30,2,210
2003,0-30,3,202
2003,0-30,4,212
2003,0-30,5,202
2003,0-30,6,207
2003,0-30,7,229
2003,0-30,8,256
2003,0-30,9,239
2003,0-30,10,233
2003,0-30,11,229
2003,0-30,12,216
2003,0-30,13,214
2003,0-30,14,228
2003,0-30,15,221
2003,0-30,16,207
2003,0-30,17,238
2003,0-30,18,234
2003,0-30,19,214
2003,0-30,20,218
2003,0-30,21,249
2003,0-30,22,240
2003,0-30,23,249
2003,0-30,24,190
2003,0-30,25,208
2003,0-30,26,230
2003,0-30,27,209
2003,0-30,28,215
2003,0-30,29,226
2003,0-30,30,222
2003,0-30,31,254
2003,0-30,32,208
2003,0-30,33,251
2003,0-30,34,213
2003,0-30,35,240
2003,0-30,36,212
2003,0-30,37,231
2003,0-30,38,204
2003,0-30,39,219
2003,0-30,40,217
2003,0-30,41,238
2003,0-30,42,217
2003,0-30,43,218
2003,0-30,44,250
2003,0-30,45,212
2003,0-30,46,201
2003,0-30,47,204
2003,0-30,48,199
2003,0-30,49,199
2003,0-30,50,210
2003,0-30,51,187
2003,0-30,52,X
2003,0-30,53,
2003,30-35,1,67
2003,30-35,2,91
2003,30-35,3,103
2003,30-35,4,60
2003,30-35,5,71
2003,30-35,6,77
2003,30-35,7,72
2003,30-35,8,78
2003,30-35,9,75
2003,30-35,10,76
2003,30-35,11,68
2003,30-35,12,71
2003,30-35,13,66
2003,30-35,14,87
2003,30-35,15,78
2003,30-35,16,58
2003,30-35,17,74
2003,30-35,18,74
2003,30-35,19,75
2003,30-35,20,75
2003,30-35,21,65
2003,30-35,22,81
2003,30-35,23,72
2003,30-35,24,76
2003,30-35,25,82
2003,30-35,26,78
2003,30-35,27,73
2003,30-35,28,78
2003,30-35,29,56
2003,30-35,30,67
2003,30-35,31,84
2003,30-35,32,84
2003,30-35,33,62
2003,30-35,34,68
2003,30-35,35,59
2003,30-35,36,73
2003,30-35,37,53
2003,30-35,38,78
2003,30-35,39,66
2003,30-35,40,74
2003,30-35,41,66
2003,30-35,42,62
2003,30-35,43,57
2003,30-35,44,56
2003,30-35,45,88
2003,30-35,46,63
2003,30-35,47,67
2003,30-35,48,51
2003,30-35,49,77
2003,30-35,50,65
2003,30-35,51,53
2003,30-35,52,X
2003,30-35,53,
2003,35-40,1,143
2003,35-40,2,132
2003,35-40,3,143
2003,35-40,4,140
2003,35-40,5,141
2003,35-40,6,152
2003,35-40,7,132
2003,35-40,8,148
2003,35-40,9,154
2003,35-40,10,140
2003,35-40,11,134
2003,35-40,12,158
2003,35-40,13,132
2003,35-40,14,123
2003,35-40,15,111
2003,35-40,16,144
2003,35-40,17,132
2003,35-40,18,139
2003,35-40,19,137
2003,35-40,20,135
2003,35-40,21,132
2003,35-40,22,152
2003,35-40,23,150
2003,35-40,24,145
2003,35-40,25,113
2003,35-40,26,132
2003,35-40,27,124
2003,35-40,28,134
2003,35-40,29,145
2003,35-40,30,149
2003,35-40,31,143
2003,35-40,32,135
2003,35-40,33,149
2003,35-40,34,113
2003,35-40,35,121
2003,35-40,36,138
2003,35-40,37,109
2003,35-40,38,136
2003,35-40,39,153
2003,35-40,40,122
2003,35-40,41,132
2003,35-40,42,109
2003,35-40,43,129
2003,35-40,44,124
2003,35-40,45,144
2003,35-40,46,120
2003,35-40,47,119
2003,35-40,48,131
2003,35-40,49,139
2003,35-40,50,116
2003,35-40,51,139
2003,35-40,52,X
2003,35-40,53,
2003,40-45,1,245
2003,40-45,2,227
2003,40-45,3,239
2003,40-45,4,233
2003,40-45,5,224
2003,40-45,6,194
2003,40-45,7,191
2003,40-45,8,251
2003,40-45,9,238
2003,40-45,10,246
2003,40-45,11,236
2003,40-45,12,224
2003,40-45,13,229
2003,40-45,14,241
2003,40-45,15,219
2003,40-45,16,217
2003,40-45,17,217
2003,40-45,18,212
2003,40-45,19,234
2003,40-45,20,230
2003,40-45,21,216
2003,40-45,22,238
2003,40-45,23,215
2003,40-45,24,197
2003,40-45,25,196
2003,40-45,26,205
2003,40-45,27,221
2003,40-45,28,220
2003,40-45,29,236
2003,40-45,30,213
2003,40-45,31,248
2003,40-45,32,231
2003,40-45,33,221
2003,40-45,34,217
2003,40-45,35,227
2003,40-45,36,222
2003,40-45,37,235
2003,40-45,38,197
2003,40-45,39,217
2003,40-45,40,206
2003,40-45,41,219
2003,40-45,42,201
2003,40-45,43,225
2003,40-45,44,221
2003,40-45,45,212
2003,40-45,46,217
2003,40-45,47,178
2003,40-45,48,222
2003,40-45,49,230
2003,40-45,50,197
2003,40-45,51,240
2003,40-45,52,X
2003,40-45,53,
2003,45-50,1,383
2003,45-50,2,341
2003,45-50,3,321
2003,45-50,4,352
2003,45-50,5,316
2003,45-50,6,314
2003,45-50,7,368
2003,45-50,8,344
2003,45-50,9,378
2003,45-50,10,345
2003,45-50,11,332
2003,45-50,12,303
2003,45-50,13,320
2003,45-50,14,351
2003,45-50,15,367
2003,45-50,16,306
2003,45-50,17,309
2003,45-50,18,365
2003,45-50,19,322
2003,45-50,20,338
2003,45-50,21,352
2003,45-50,22,347
2003,45-50,23,323
2003,45-50,24,334
2003,45-50,25,315
2003,45-50,26,346
2003,45-50,27,318
2003,45-50,28,314
2003,45-50,29,324
2003,45-50,30,339
2003,45-50,31,363
2003,45-50,32,369
2003,45-50,33,302
2003,45-50,34,326
2003,45-50,35,341
2003,45-50,36,314
2003,45-50,37,323
2003,45-50,38,323
2003,45-50,39,310
2003,45-50,40,292
2003,45-50,41,286
2003,45-50,42,283
2003,45-50,43,310
2003,45-50,44,318
2003,45-50,45,313
2003,45-50,46,333
2003,45-50,47,324
2003,45-50,48,289
2003,45-50,49,339
2003,45-50,50,315
2003,45-50,51,301
2003,45-50,52,X
2003,45-50,53,
2003,50-55,1,453
2003,50-55,2,504
2003,50-55,3,497
2003,50-55,4,502
2003,50-55,5,476
2003,50-55,6,464
2003,50-55,7,487
2003,50-55,8,485
2003,50-55,9,522
2003,50-55,10,470
2003,50-55,11,471
2003,50-55,12,445
2003,50-55,13,496
2003,50-55,14,495
2003,50-55,15,446
2003,50-55,16,440
2003,50-55,17,421
